dObar	Agpmsnn	dobar
vIšnje	Rgp	višnje
On	Pp3msn	on
pOgust	Ncnsn	pogust
pa	Cc	pa
se	Px--sa	sebe
ne	Qz	ne
nEće	Var3s	hteti
rastvAra	Npfsn	rastvAra
a	Cc	a
ovAj	Pd-msn	ovaj
od	Sg	od
malIne	Ncfsg	malina
porEđi	Mdc	poređi
.	Z	.

tI	Pp2-sn	ti
si	Px--sd	sebe
naprAi	Ncmsn	naprai
kAkav	Pisan	kakav
Oćeš	Vmr2s	hteti
.	Z	.

a	Cc	a
Ima	Vmr3s	imati
i	Cc	i
kUpen	Npmsn	kUpen
kakO	Pq	kako
O	Sl	o
.	Z	.

i	Cc	i
šljIvete	Ncfpa-t	šljiva
ne	Qz	ne
pRskamo	Vmr1p	prskati
ni	Qo	ni
njIh	Pp3g	oni
.	Z	.

ovOj	Pd-nsn	ovaj
praIla	Vmp-sf	praiti
sam	Var1s	biti
slAtko	Ncnsn	slatko
onO	Pd-nsn	onaj
.	Z	.

kAno	Ncfsv	kana
mi	Pp1-pn	ja
.	Z	.

kAd	Cs	kad
mu	Pp3msd	on
turŽI	Agpmsny	turži
vinObran	Ncmsn	vinobran
kAno	Rgp	kano
pOžute	Vmr3p	požuteti
mAlo	Rgp	malo
ne	Qz	ne
ne	Qz	ne
belO	Rgp	belo
li	Qq	li
.	Z	.

onO	Pp3nsn	on
u	Sa	u
mlAdička	Npmsan	mlAdička
ugAđau	Pi3n-n	ugAđau
a	Cc	a
jA	Pp1-sn	ja
sam	Var1s	biti
.	Z	.

po	Sa	po
trI	Mlc	tri
kIla	Ncfsn	kila
.	Z	.

nEmam	Vmr1s	imati
kadA	Cs	kada
da	Cs	da
se	Pxsa	sebe
cvRckam	Ncnsn	cvrckam
pomAlko	Vmp-sn	pomalti
onO	Pd-nsn	onaj
nEće	Vmr3s	hteti
.	Z	.

nEgo	Cc	nego
nEka	Cs	neka
ga	Pp3msa	on
Ima	Vmr3s	imati
((laugh))	X	((laugh))
.	Z	.

onO	Pd-nsn	onaj
se	Px--sa	sebe
ne	Qz	ne
rAđa	Vmr3s	rađati
svAku	Pisa	svaki
gOdin	Ncfsa	godina
.	Z	.

ne	Qz	ne
((XXX))	X	((xxx))
.	Z	.

a	Cc	a
zəə	Px--sa	zəə
.	Z	.

zaə	Z	zaə
velIkden	Npmsn	velikden
.	Z	.

pa	Cc	pa
.	Z	.

pa	Cc	pa
prAimo	Vmr1p	praviti
.	Z	.

po/	X	po/

•	X	•
pogAču	Ncfsa	pogača
.	Z	.

mEsimo	Vmr1p	mesiti
i	Cc	i
onOj	Pd-nsn	onaj
.	Z	.

((laugh))	X	((laugh))
.	Z	.

mEsimo	Vmr1p	mesiti
okrUgal	Vmp-sm	okrući
.	Z	.

lEba	Ncmsg	hleb
.	Z	.

pa	Cc	pa
tO	Pd-nsn	taj
je	Vcr3s	biti
•	X	•
kUća	Ncfsn	kuća
.	Z	.

pa	Cc	pa
kOlko	Pq-nsn	koliki
su	Var3p	biti
ljUdi	Ncmpn	čovek
u	Sa	u
kUću	Ncfsa	kuća
.	Z	.

mI	Pp1-pn	ja
.	Z	.

na/	X	na/

•	X	•
naprAimo	Vmr1p	napraviti
mAlo	Rgp	malo
rUke	Ncfpn	ruka
nOge	Ncfpn	noga
glAvu	Ncfsa	glava
.	Z	.

narEdimo	Vmr1p	narediti
.	Z	.

ljUdi	Ncmpn	čovek
pa	Cc	pa
.	Z	.

ovAk	Rgp	ovako
s	Si	sa
Ovra	Ncmsay	ovr
pa	Cc	pa
.	Z	.

tUj	Pd-fsa	taj
ognjIšte	Ncnsn	ognjište
pa	Cc	pa
.	Z	.

i	Cc	i
Okolo	Sg	okolo
zagrAdimo	Vmr1p	zagraditi
.	Z	.

pan	Npmsn	Pan
se	Px--sa	sebe
omEsi	Vmr3s	omesiti
njIva	Ncfsn	njiva
.	Z	.

pa	Cc	pa
•	X	•
krstIne	Npfsg	Krstina
.	Z	.

a	Cc	a
jA	Pp1-sn	ja
se	Px--sd	sebe
prE	Sg	pre
.	Z	.

volOvi	Ncmpn	vol
krAve	Ncfsg	krava
a	Cc	a
sAg	Rgp	sad
trAktoj	Pi-msn	trAktoj
((laugh))	X	((laugh))
.	Z	.

((laugh))	X	((laugh))
.	Z	.

kolIći	Rr	koti
onO	Pd-nsn	onaj
kakO	Cs	kako
Umem	Vmr1s	umeti
mEsim	Vmr1s	mesiti
onO	Pd-nsn	onaj
mi	Pp1-sd	ja
krIv	Agpmsnn	kriv
pRst	Ncmsn	prst
pa	Cc	pa
ne	Qz	ne
mOgu	Vmr1s	moći
ni	Qo	ni
da	Cs	da
sUčem	Qr	sUčem
.	Z	.

pa	Cc	pa
kAd	Cs	kad
se	Px--sa	sebe
tOj	Pd-nsn	taj
na	Sa	na
na	Sl	na
svEti	Ncfsl	svet
tOdor	Npmsn	todor
kAd	Cs	kad
.	Z	.

čEs/	Z	čEs/

•	X	•
mEsi	Vmr3s	mesiti
srEća	Ncfsn	sreća
.	Z	.

mI	Pp1-pn	ja
tAg	Rgp	tako
stAvljamo	Vmr1p	stavljati
.	Z	.

pAre	Ncfpn	para
.	Z	.

pa	Cc	pa
drE/	Ncfpn	drea

•	X	•
drEn	Ncmsn	dren
.	Z	.

za	Sa	za
zdrAvje	Ncnsa	zdravje
.	Z	.

pa	Cc	pa
lOzu	Ncfsa	loza
ovUj	Pd-fsa	ovaj
po	Sa	po
vitAk	Agpmsann	vitak
za	Sa	za
tRmke	Ncnsa	trmke
.	Z	.

pa	Cc	pa
od	Sg	od
vinOgrad	Ncmsn	vinograd
za	Sa	za
vinOgrad	Ncmsan	vinograd
.	Z	.

pa	Cc	pa
orE	Vmr3s	orati
za	Sa	za
kUću	Ncfsa	kuća
.	Z	.

pa	Cc	pa
pasUlj	Ncmsn	pasulj
za	Sa	za
Ovce	Ncfpa	ovca
.	Z	.

pa	Cc	pa
od	Sg	od
tIkve	Ncfpn	tikva
s/	X	s/
sEme	Npfsg	Seme
.	Z	.

svInje	Ncfpa	svinja
.	Z	.

pa	Cc	pa
bOb	Ncmsn	bob
kOnji	Ncmpn	konj
pa	Cc	pa
pčenIcu	Pi-nsn	pčenIcu
pa	Cc	pa
kukUruz	Ncmsn	kukuruz
.	Z	.

pa	Cc	pa
svE	Pi-nsn	sav
tOj	Pd-nsn	taj
.	Z	.

u	Sa	u
kRug	Ncmsan	krug
natUramo	Vmr1p	naturati
pa	Cc	pa
se	Px--sa	sebe
lOmi	Vmr3s	lomiti
.	Z	.

i	Cc	i
kOj	Pi3m-n	koji
kakvO	Pi-nsn	kakav
Uzne	Vmr3s	uzeti
onO	Pd-nsn	onaj
tOj	Pd-nsn	taj
.	Z	.

njegOvo/	Z	njegOvo/

On	Pp3msn	on
rAdi	Vmr3s	raditi
((laugh))	X	((laugh))
.	Z	.

pa	Cc	pa
•	X	•
pArete	Ncnsn	para
čUvamo	Vmr1p	čuvati
ovOj	Pd-nsn	ovaj
drUgo	Mlonsa	drugi
.	Z	.

se	Px--sa	sebe
pobAca	Vmr3s	pobacati
.	Z	.

((laugh))	X	((laugh))
.	Z	.

aha	Qr	aha
((laugh))	X	((laugh))
.	Z	.

pa	Cc	pa
.	Z	.

tOj	Pd-nsn	taj
.	Z	.

tAg	Rgp	tako
.	Z	.

tUj	Pd-fsa	taj
srEću	Ncfsa	sreća
kod	Sg	kod
nas	Pp1-pg	mi
mEse	Vmr3p	mesiti
na	Sa	na
na	Sl	na
svetI	Ncfsl	sveta
tOdor	Npmsn	todor
tOj	Pd-nsn	taj
mEsimo	Vmr1p	mesiti
.	Z	.

a	Cc	a
ovOj	Pd-nsn	ovaj
štO	Cs	što
ti	Pp2-sd	ti
pričA	Vmr3s	pričati
rAzno	Rgp	razno
i	Cc	i
svInju	Ncfsa	svinja
i	Cc	i
gOlupče	Ncfpn	golupča
i	Cc	i
pIle	Ncnsa	pile
i	Cc	i
.	Z	.

svAšta	Pi3n-n	svašta
tOj	Pd-nsn	taj
na	Sa	na
.	Z	.

na	Sa	na
velIkden	Npmsan	velikdan
.	Z	.

na	Sa	na
božIć	Npmsay	božić
brE	I	bre
ne	Qz	ne
na	Sa	na
velIkden	Npmsan	velikdan
.	Z	.

((laugh))	X	((laugh))
.	Z	.

zaborAljam	Qr	zaborAljam
.	Z	.

na	Sa	na
bOžić	Npmsay	božić
.	Z	.

pa	Cc	pa
slAmu	Ncfsa	slama
unesEmo	Vmr1p	uneti
.	Z	.

pa	Cc	pa
prOstremo	Vmr1p	prostreti
ponjAvu	Ncfsa	ponjava
pa	Cc	pa
na	Sl	na
slAmu	Ncmsl	slam
tOj	Pd-nsn	taj
se	Px--sa	sebe
natUra	Vmr3s	naturati
pa	Cc	pa
se	Px--sa	sebe
tUj	Rgp	tu
rEže	Vmr3s	rezati
.	Z	.

pa	Cc	pa
smo	Var1p	biti
spAli	Vmp-pm	spati
odAvna	Rgp	odavno
.	Z	.

nOću	Rgp	noću
da	Cs	da
ne	Qz	ne
sAma	Agpfsny	sam
slAma	Ncfsn	slama
.	Z	.

spAva	Vmr3s	spavati
se	Px--sa	sebe
tUj	Pd-fsa	taj
nOć	Ncfsa	noć
.	Z	.

dvE	Mlcf	dva
nOći	Vmr3s	noćiti
.	Z	.

pa	Cc	pa
tr	Px--sa	tr
.	Z	.

pOsle	Rgp	posle
pAlimo	Vmr1p	paliti
pOd	Sa	pod
vinjAge	Ncfpa	vinjaga
pod	Sa	pod
•	X	•
vOćke	Ncfpn	voćka
pOd	Si	pod
da	Cs	da
se	Px--sa	sebe
rOdi	Vmr3s	roditi
.	Z	.

tUj	Pd-fsa	taj
slAmu	Ncfsa	slama
i	Cc	i
tUrimo	Vmr1p	turiti
na	Sa	na
svInje	Ncfpa	svinja
.	Z	.

prOstremo	Vmr1p	prostreti
na	Sa	na
kokOške	Ncfpa	kokoška
u	Sl	u
gnjEzda	Ncfsl	gnjezda
na	Sa	na
.	Z	.

na	Sa	na
stOku	Ncfsa	stoka
na	Sa	na
krAve	Ncfpa	krava
kakvO	Pi-nsn	kakav
ima	Vmr3s	imati
svUd	Rgp	svuda
po	Sl	po
tOj	Pdsl	taj
slAmu	Ncfsa	slama
•	X	•
rastUrimo	Vmr1p	rasturati
.	Z	.

a	Cc	a
i	Cc	i
čuvAla	Vmpf	čuvati
se	Pxsa	sebe
tAj	Pdsn	taj
slAma	Ncfsn	slama
.	Z	.

kAd	Cs	kad
je	Vcr3s	biti
grAd	Ncmsn	grad
.	Z	.

onI	Pp3mpn	oni
iznesU	Vmr3p	izneti
tUj	Pd-fsa	taj
slAmu	Ncfsa	slama
pa	Cc	pa
pAle	Vmp-pf	pasti
.	Z	.

od	Sg	od
•	X	•
od	Sg	od
vrEme	Ncnsa	vreme
.	Z	.

pa	Cc	pa
•	X	•
da	Cs	da
tI	Pp2-sd	ti
kAžem	Vmr1s	kazati
nEšto	Pi3n-a	nešto
nEkad	Rgp	nekad
i	Cc	i
pomagAlo	Vmp-sn	pomagati
onO	Pd-nsa	onaj
nE	Qz	ne
imAlo	Vmp-sn	imati
ko	Cs	kao
sAg	Rgp	sad
ovAj	Pd-msn	ovaj
da	Cs	da
pUcaju	Vmr3p	pucati
i	Cc	i
da	Cs	da
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
molIli	Vmp-pm	moliti
ljUdi	Ncmpn	čovek
bOgu	Npmsay	Bogo
pa	Cc	pa
•	X	•
nosIli	Vmp-pm	nositi
litIje	Ncfpa	litija
kAd	Cs	kad
nEma	Vmr3s	imati
kIša	Ncfsn	kiša
.	Z	.

kAd	Cs	kad
je	Var3s	biti
prEčista	Agpfsny	prečist
Oni	Pp3mpn	oni
nOse	Vmr3p	nositi
litIje	Ncfpa	litija
iz	Sg	iz
cRkvu	Ncfsa	crkva
Uznu	Vmr3p	uzeti
pa	Cc	pa
pEvaju	Vmr3p	pevati
.	Z	.

dAj	Vmm2s	dati
ni	Cc	ni
bOže	Npmsv	bog
tIju	Npfsa	Tija
rOsu	Ncfsa	rosa
.	Z	.

mOlimo	Vmr1p	moliti
se	Pxsa	sebe
bOgu	Npmsd	bog
opkaljAli	Vmp-pm	opkaljati
selO	Vmp-sn	sesti
.	Z	.

dabOme	Qr	dabome
.	Z	.

a	Cc	a
kakO	Cs	kako
pevAli	Vmp-pm	pevati
.	Z	.

jEste	Vcr3s	biti
.	Z	.

a	Cc	a
jA	Pp1-sn	ja
sam	Var1s	biti
zapazIla	Vmp-sf	zapaziti
kAd	Cs	kad
pOsle	Rgp	posle
branIli	Vmp-pm	braniti
.	Z	.

da	Cs	da
•	X	•
da	Cs	da
se	Px--sa	sebe
ne	Qz	ne
Ide	Vmr3s	ići
u	Sa	u
cRkvu	Ncfsa	crkva
i	Cc	i
.	Z	.

tUj	Rgp	tu
nAš	Ps1msn	naš
•	X	•
mOj	Ps1msn	moj
komšIja	Ncmsn	komšija
Uroš	Npmsn	Uroš
.	Z	.

i	Cc	i
drAža	Agcfsny	drag
.	Z	.

nosIli	Vmp-pm	nositi
litIje	Ncfpa	litija
pa	Cc	pa
pevAli	Vmp-pm	pevati
.	Z	.

od	Sg	od
dvA	Mlc	dva
grOzda	Ncmsg	grozd
.	Z	.

pUna	Agpfsny	pun
Ozna	Npfsn	Ozna
od	Sg	od
dvA	Mlc	dva
klAsta	Ncmsg	Klasta
pUna	Agpmsgn	pun
Apsa	Ncmsg	aps
.	Z	.

i	Cc	i
.	Z	.

pa	Cc	pa
i	Cc	i
prekO	Sg	preko
nOć	Ncfsa	noć
poapsIli	Vmp-pm	poapsiti
ovdE	Rgp	ovde
u	Sa	u
pOdrum	Ncmsan	podrum
.	Z	.

prEsednik	Ncmsn	predsednik
i	Cc	i
sekretAr	Ncmsn	sekretar
.	Z	.

zaštO	Cs	zašto
nosIli	Vmp-pm	nositi
litIje	Ncfpa	litija
.	Z	.

a	Cc	a
onI	Pp3mpn	oni
takOj	Rgp	tako
pevAli	Vmp-pm	pevati
.	Z	.

vidEli	Vmp-pm	videti
kakvOj	Pisl	kakav
će	Var3s	hteti
da	Cs	da
prOjdu	Vmr3p	proći
.	Z	.

ne	Qz	ne
se	Px--sa	sebe
davAlo	Vmp-sn	davati
.	Z	.

aha	Qr	aha
.	Z	.

pa	Cc	pa
jA	Pp1-sn	ja
sam	Var1s	biti
tOj	Pd-nsn	taj
zapazIla	Vmp-sf	zapaziti
batA	Ncmsg	bat
Uroš	Npmsn	Uroš
pOs	Rgp	posle
ne	Qz	ne
krIv	Agpmsnn	kriv
.	Z	.

i	Cc	i
zapEli	Vmp-pm	zapeti
i	Cc	i
u	Sa	u
pOdrum	Ncmsan	podrum
pa	Cc	pa
i	Cc	i
.	Z	.

i	Cc	i
protUkli	Vmp-pm	protući
.	Z	.

takvO	Pd-nsn	takav
bilOo	Pi-nsn	bilOo
tAg	Rgp	tako
prEsednik	Ncmsn	predsednik
ti	Pp2-sn	ti
je	Var3s	biti
i	Cc	i
sekretAr	Ncmsn	sekretar
u	Sa	u
selO	Ncnsa	selo
.	Z	.

o	I	o
.	Z	.

pa	Cc	pa
.	Z	.

bilI	Vmp-pm	biti
.	Z	.

Otkupi	Ncmpn	otkup
davAli	Vmp-pm	davati
.	Z	.

rAnjene	Appfpay	raniti
svInje	Ncfpa	svinja
ljUdi	Ncmpg	čovek
.	Z	.

pa	Cc	pa
tAj	Pd-msn	taj
što	Cs	što
bIl	Vcp-sm	biti
prEsednik	Ncmsn	predsednik
.	Z	.

On	Pp3msn	on
ovdE	Rgp	ovde
ovAj	Pd-msn	ovaj
jedAn	Mlcmsn	jedan
komšIja	Ncmsn	komšija
.	Z	.

dAl	Vmp-sm	dati
mu	Pp3msd	on
pOla	Rgp	pola
svijnU	Vmr3p	svijti
.	Z	.

njemU	Pp3msd	on
a	Cc	a
pOla	Rgp	pola
za	Sa	za
rekvezIciju	Npfsa	rekvezIcija
.	Z	.

da	Cs	da
ga	Pp3msa	on
ne	Qz	ne
Apse	Vmr3p	apsiti
da	Cs	da
ga	Pp3msa	on
ne	Qz	ne
.	Z	.

buđuvAlo	Vmp-sn	buđuvati
.	Z	.

ni	Cc	ni
sirOte	Ncfpn	sirota
ni	Cc	ni
kakO	Cs	kako
tEli	Vmp-pm	hteti
.	Z	.

mI	Pp1-pn	ja
smo	Var1p	biti
si	Px--sd	sebe
vErovali	Vmp-pm	verovati
stAlno	Rgp	stalno
pOp	Ncmsn	pop
ni	Cc	ni
donosIl/	Pi3n-n	donosIl/

sAd	Rgp	sad
manUl	Vcr3s	manubiti
pOp	Ncmsn	pop
da	Cs	da
Ide	Vmr3s	ići
pos	Vcf3s	pti
selO	Vmp-sn	sesti
da	Cs	da
nOsi	Vmr3s	nositi
vodIcu	Ncfsa	vodica
a	Cc	a
ranIje	Rgc	rano
.	Z	.

i	Cc	i
dOk	Cs	dok
je	Var3s	biti
bIlo	Vcp-sn	biti
tOj	Pd-nsn	taj
ivƏn	Ncmsn	ivən
kOd	Sg	kod
nas	Pp1-pg	mi
je	Var3s	biti
Obavezno	Agpnsny	obavezan
vodIcu	Ncfsa	vodica
donosIl	Vmp-sm	donositi
.	Z	.

u	Sa	u
cRkvu	Ncfsa	crkva
smo	Var1p	biti
Išli	Vmp-pm	ići
poštuvAli	Vmp-pm	poštovati
smo	Var1p	biti
i	Cc	i
dƏn	Ncmsn	dan
danAs	Rgp	danas
.	Z	.

pOštujemo	Vmr1p	poštovati
i	Cc	i
vErujemo	Vmr1p	verovati
.	Z	.

i	Cc	i
svE	Pi-nsn	sav
slAve	Ncfpa	slava
kakvO	Pi-nsn	kakav
stAri	Agpmsny	star
mi	Pp1-pn	ja
ostaIli	Pd-nsa	ostaIli
jA	Pp1-sn	ja
mEsim	Vmr1s	mesiti
kolačI	Ncmpn	kolač
pOštujemo	Vmr1p	poštovati
tOj	Pd-nsn	taj
.	Z	.

kOlko	Pq-nsn	koliki
smo	Vcr1p	biti
kAdri	Agpmpny	kadar
.	Z	.

ovAk	Rgp	ovako
po	Sa	po
gOsti	Ncmpn	gost
ti	Pp2-sd	ti
nesmO	Var1p	biti
vIše	Rgc	mnogo
mI	Pp1-sd	ja
stAri	Vmr3s	stariti
o	Sl	o
ovIja	Pd-msan	ovaj
mlAdi	Agpmpny	mlad
Oni	Pp3mpn	oni
.	Z	.

nEgde	Rgp	negde
Idu	Vmr3p	ići
a	Cc	a
nEgde	Rgp	negde
im	Vmr3p	imati
se	Px--sa	sebe
i	Cc	i
ne	Qz	ne
Ide	Vmr3s	ići
Idu	Vmr3p	ići
tAm	Rgp	tamo
po	Sl	po
selO	Ncnsa	selo
.	Z	.

po	Sl	po
vAroši	Ncfsl	varoša
po	Sl	po
kafIći	Ncmpn	kafić
po	Sl	po
tƏg	Rgp	tako
tƏ	Cs	ta
i	Cc	i
ne	Qz	ne
vOle	Vmr3p	voleti
da	Cs	da
Idu	Vmr3p	ići
tOlko	Rgp	toliko
po	Sa	po
drUga	Mlofsn	drugi
.	Z	.

sEla	Vmp-sf	sesti
po	Sa	po
rOdbine	Ncfpa	rodbina
.	Z	.

al	Cc	ali
mI	Pp1-pn	ja
•	X	•
dOk	Cs	dok
smo	Var1p	biti
bilI	Vmp-pm	biti
mlAdi	Agpmpny	mlad
mI	Pp1-pn	ja
smo	Var1p	biti
Išli	Vmp-pm	ići
bIlo	Qo	bilo
lEpoj	Agpnsny	lep
.	Z	.

k	X	k
•	X	•
bUde	Var3s	biti
svEt	Ncmsn	svet
ilIja	Npmsan	ilI
kAd	Cs	kad
ni	Qo	ni
nadOde	Ncnsn	nadode
gOSti	Ncmpn	gost
naš	Ps1msn	naš
vRs	Npmsn	vRs
.	Z	.

imAlo	Vmp-sn	imati
mlAdi	Agpmpny	mlad
famIlije	Ncfpa	familija
po	Sa	po
drUga	Mlonpa	drugi
sEla	Ncnpa	selo
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
skUpimo	Vmr1p	skupiti
pa	Cc	pa
tOj	Pd-nsn	taj
lepOta	Vmp-sm	lepoeti
.	Z	.

a	Cc	a
sAg	Rgp	sad
se	Px--sa	sebe
pUn	Rgp	puno
izgubIlo	Vmp-sn	izgubiti
i	Cc	i
.	Z	.

tIja	Npfsn	Tija
nAši	Ps1mpn	naš
rOdivi	Px--sd	rOdivi
ostarEli	Vmp-pm	ostareti
i	Cc	i
mI	Pp1-pn	ja
.	Z	.

mlAdi	Agpmsny	mlad
otIšli	Vmp-pm	otići
.	Z	.

na	Sa	na
tOga	Pdsg	taj
svEt	Ncmsn	svet
ilIju	Npmsay	Ilija
etE	I	eto
.	Z	.

tIja	Npfsn	Tija
nAši	Ps1mpn	naš
izdOde	Rgp	izdode
tagAj	Rgp	tada
i	Cc	i
jOš	Rgp	još
nEki	Pi-msn	neki
nAvratne	Vmr3s	navratnuti
.	Z	.

((laugh))	X	((laugh))
.	Z	.

tOj	Pd-nsn	taj
slAvimo	Vmr1p	slaviti
.	Z	.

i	Cc	i
u	Sa	u
cRkvu	Ncfsa	crkva
sAg	Rgp	sad
slavIli	Vmp-pm	slaviti
ovdE	Rgp	ovde
nAši	Ps1mpn	naš
kolačnIk	Qr	kolačnIk
.	Z	.

ovAm	Rgp	ovamo
.	Z	.

vidInka	Npfsn	Vidinka
što	Pi3n	što
u	Sa	u
prodAvnicu	Ncfsa	prodavnica
nEbojša	Npmsn	Nebojša
.	Z	.

moj	Ps1msn	moj
sIn	Ncmsn	sin
išAl	Vmp-sm	ići
tAmo	Rgp	tamo
i	Cc	i
pomagAl	Ncfpn	pomagaa
im	Pp3-pd	oni
lEpo	Rgp	lepo
bilO	Vcp-sn	biti
.	Z	.

i	Cc	i
mUzika	Ncfsn	muzika
tAm	Rgp	tamo
dOma	Rgp	doma
si	Px--sd	sebe
kOd	Sg	kod
njI	Pp3-pa	oni
svirI	Ncmpn	svir
višE	Rgc	mnogo
.	Z	.

je	Var3s	biti
•	X	•
vesElje	Ncnsn	veselje
.	Z	.

aha	Qr	aha
.	Z	.

da	Qr	da
.	Z	.

h	Npmsn	h
.	Z	.

planinAri	Ncmpn	planinar
.	Z	.

mnOgo	Rgp	mnogo
bilI	Vmp-pm	biti
.	Z	.

sas	Si	sa
autobUsi	Ncmpn	autobus
sas	Sa	sa
kOla	Ncnpa	kola
sas	Si	sa
.	Z	.

((laugh))	X	((laugh))
((XXX))	X	((xxx))
.	Z	.

a	Cc	a
nEka	Qo	neka
sIla	Ncfsn	sila
si	Px--sd	sebe
i	Cc	i
u	Sa	u
bOga	Npmsay	bog
postOji	Vmr3s	postojati
ne	Qz	ne
mOž	Vmr3s	moći
da	Cs	da
kAžemo	Vmr1p	kazati
da	Cs	da
ne	Qz	ne
.	Z	.

svI	Pi-mpn	sav
smo	Var1p	biti
pO	Sl	po
nj/	Ncmsl	nj

pOd	Si	pod
njEga	Pp3msa	on
.	Z	.

((laugh))	X	((laugh))
.	Z	.

svE	Pi-nsn	sav
tOj	Pd-nsn	taj
štO	Cs	što
stvOrena	Agpfsny	stvoren
prIroda	Ncfsn	priroda
tO	Pd-nsn	taj
je	Var3s	biti
.	Z	.

svE	Pi-nsn	sav
.	Z	.

pOd	Sa	pod
bOga	Npmsay	bog
.	Z	.

i	Cc	i
pOlje	Ncnsa	polje
i	Cc	i
.	Z	.

svE	Pi-nsn	sav
.	Z	.

a	Cc	a
i	Cc	i
štO	Pi3n-n	što
jednI	Agpmpny	jedan
.	Z	.

cEne	Ncfpn	cena
seljAk	Ncmsn	seljak
ne	Qz	ne
znA	Vmr3s	znati
nIšta	Pi3n-a	ništa
.	Z	.

On	Pp3msn	on
nE	Qz	ne
završIl	Vmp-sm	završiti
fakutEt	Vcr3s	fakutebiti
ali	Cc	ali
.	Z	.

tAj	Pd-fsn	taj
zemljA	Ncfsn	zemlja
.	Z	.

trEba	Vmr3s	trebati
da	Cs	da
znAš	Vmr2s	znati
.	Z	.

kadA	Rgp	kada
da	Cs	da
ga	Pp3msa	on
porEš	Vmr2s	poreti
.	Z	.

koE	Npnsn	koE
kadA	Rgp	kada
da	Cs	da
posAdiš	Vmr2s	posaditi
kakO	Cs	kako
da	Cs	da
ga	Pp3msa	on
okOpaš	Vmr2s	okopati
kaO	Cs	kao
da	Cs	da
ga	Pp3msa	on
sprovedEš	Vmr2s	sprovesti
kadA	Cs	kada
da	Cs	da
g	Pp3msa	on
uberEš	Vmr2s	ubrati
.	Z	.

ta	Cs	da
.	Z	.

štO	Cs	što
rEkal	Vmp-sm	reći
edƏn	Pq-nsn	edƏn
•	X	•
bIl	Vcp-sm	biti
u	Sa	u
aUstriju	Npfsa	Austrija
tAj	Pd-msn	taj
čovEk	Ncmsn	čovek
pa	Cc	pa
rEkal	Vmp-sm	reći
.	Z	.

tAm	Rgp	tamo
velI	Vmr3s	velim
kAd	Cs	kad
dOjde	Vmr3s	doći
seljAk	Ncmsn	seljak
u	Sa	u
kafAnu	Ncfsa	kafana
gospOdin	Ncmsn	gospodin
se	Pxsa	sebe
dIza	Vmr3s	dizati
da	Cs	da
sEdne	Vmr3s	sesti
.	Z	.

a	Cc	a
kOd	Sg	kod
nas	Pp1-pg	mi
seljAka	Ncmsay	seljak
ne	Qz	ne
jebAva	Pi3n-n	jebAva
nIkoj	Pi3m-n	niko
.	Z	.

nEće	Var3s	hteti
da	Cs	da
ti	Pp2-sd	ti
naprAi	Agpnsny	napra
mEsto	Ncnsn	mesto
ni	Cc	ni
u	Sa	u
autobUs	Ncmsan	autobus
da	Cs	da
sEdneš	Vmr2s	sesti
a	Cc	a
manI	Vmm2s	manuti
u	Sa	u
kafAnu	Ncfsa	kafana
.	Z	.

a	Cc	a
velI	Vmr3s	velim
.	Z	.

onI	Pp3mpn	oni
vEći	Agcmsayn	velik
fakultEt	Ncmsan	fakultet
seljAci	Ncmpn	seljak
Imaju	Vmr3p	imati
od	Sg	od
onOga	Pdsg	onaj
što	Pi3n	što
učil	Vmp-sm	učiti
On	Pp3msn	on
učIl	Vmp-sm	učiti
za	Sa	za
jedAn	Mlcmsn	jedan
.	Z	.

a	Cc	a
seljAk	Ncmsn	seljak
od	Sg	od
.	Z	.

pRvo	Rgp	prvo
do	Sg	do
poslEdnjo	Rgp	poslednjo
trEba	Vmr3s	trebati
da	Cs	da
znA	Vmr3s	znati
kakO	Cs	kako
da	Cs	da
ga	Pp3msa	on
sprovedE	Vmr3s	sprovesti
.	Z	.

jA	Pp1-sn	ja
ne	Qz	ne
ne	Qz	ne
cEnim	Vmr1s	ceniti
mEne	Ncfpn	mena
.	Z	.

i	Cc	i
tOj	Pd-nsn	taj
svE	Pi-nsn	sav
nEgo	Cc	nego
svI	Pi-mpn	sav
.	Z	.

na	Sa	na
poljoprIvredu	Ncfsa	poljoprivreda
.	Z	.

Ajde	I	hajde
sƏg	Rgp	sad
sadI	Vmr3s	saditi
u	Sa	u
jesEn	Ncfsa	jesen
neštO	Pi3n-n	nešto
štO	Pi3n	što
se	Pxsa	sebe
sAd	Npmsn	SAD
prOleti	Npmsn	prOleti
dAl	Vmp-sm	dati
će	Var3s	hteti
da	Cs	da
bUde	Var3s	biti
.	Z	.

a	Cc	a
takOj	Rgp	tako
s	Si	sa
•	X	•
i	Cc	i
stOku	Ncfsa	stoka
.	Z	.

da	Cs	da
znAš	Vmr2s	znati
kakO	Cs	kako
.	Z	.

kakO	Cs	kako
da	Cs	da
ga	Pp3msa	on
